"Samp_ID","PAR_above","PAR_in","pH","Cond","Temp","Year","PAR","TN_mean","TP_mean","mu","phyB","Prod","All_gz","All_gzp","mzp_gzp","All_Omni","All_Omni_prop","mzpDen","Dilu_R2","mu_pval","mzp_gzr","mzp_gz_pval","phySR","zpSR","zpD","Gz","Gzp","mzpGzp","Omni","Omnip","TN","TP"
"Lake_23",1060,260,2.43526583687559,-0.635822729035635,1.28841719391698,2017,-0.392678552072456,139.728183283056,65.4085254088935,-1.12284442553421,1.31405314698883,1.06483838832697,182727084.733295,0.197612879693746,0.107729198798652,-53.9613528366667,0.322360221690897,40.8068482033333,0.772925019427473,8.94990337818167e-10,0.136712177247553,2.1130845023761e-05,0.78659803108097,-0.745890947468129,0.425961325352187,0.862384463371627,-0.429537714260435,-0.233585577146673,0.660484684943049,-0.0249567409900658,1.53084904024637,1.18979468624861
"Lake_24",1050,90,-0.463584562417513,0.297797244553766,-0.691885302829046,2018,-1.83087436983765,45.47430872,2.063682224,2.01834860984533,-0.110151228910006,0.846756823029294,84401885.2174551,0.132334764698115,0.000207847868747237,-7.241832003,0.198433906340603,6.042746258,-0.0832909359496377,2.22533481479372e-13,0.00211933925223751,0.983066239320344,2.21413357246016,0.151074715390789,-0.00956826547911466,0.42834646980984,-1.04705040297754,-5.42809242529256,-0.639740733819686,-0.775880861936798,-0.156865197533263,-0.564458237414752
"Lake_25",540,320,3.01124343909784,1.00772040985087,0.138554121101694,2017,0.813934230370739,28.4537342383526,29.8121245168822,0.771266356144189,-0.957168277557742,-0.821830120563658,13434421.4793518,0.361204216560193,0.234647076228074,-11.1455876345,0.312481956039437,8.491993039,0.696636116726624,2.71252423865396e-08,0.600914961602638,0.000124866717715395,-0.819155244730143,1.08580058281923,-1.19867727502541,-0.604353841559635,0.499304393579396,0.413351596952929,-0.531097447027737,-0.0848135028879236,-0.861790911964353,0.790975795163735
"Lake_26",1420,880,-1.01585430458032,1.32178053155753,0.533808448987602,2017,0.875158351365836,26.5380096273246,22.2546590439586,-0.179229570144371,-1.0269997510416,-1.16741908591264,5880342.14515338,0.284813095865104,0.134331215606841,-29.2900761646667,0.541276794919749,19.0037741833333,0.71915728316114,3.12713898838669e-10,0.215393986206704,7.7687641040297e-05,-0.946770395122076,0.40768322803431,0.102288458799594,-1.0686244553979,0.133377990790244,-0.0501839628823165,-0.0261281156562781,1.3015551854549,-0.966584331694563,0.642579908472676
"Lake_27",1050,30,-0.23809833402392,0.582069025741085,-0.269715008606391,2018,-3.33366093319494,134.242898,2.05341547,-0.270565715660351,2.42776605337313,2.31170360566978,2552758802.99807,0.330177199840336,0.261803030633526,-18.1389105216667,0.203136799037277,15.0763492033333,0.749878940100827,3.68622066646479e-07,0.407282142013686,3.81703005526166e-05,0.92941089998595,-1.10038269353207,1.52874140705973,2.34416157855244,0.360988356936046,0.504359248410752,-0.336470104596672,-0.747383963968238,1.47063813108278,-0.566989697924209
"Lake_28",1050,150,-0.55452889832989,0.297797244553766,0.288254788221748,2018,-1.13211841058582,15.27947339,0.383389024,-0.270149832964674,-0.0447695334270042,-0.190895643741392,3993940.67434548,0.036664772574565,0.19728522882049,-14.5163207921667,0.345434567145712,10.7893175533333,0.683867940744278,9.43606924416989e-08,0.306953882645666,0.000160996769145446,0.858854622472479,-2.42698100562927,1.180109589039,-1.2860000461036,-3.02370377136277,0.269221704909478,-0.437288417027876,0.114860879892961,-1.7965975354321,-1.41880310179828
"Lake_29",1580,400,-0.691761620746274,0.496761865279783,0.0377401133253053,2018,-0.349416159295421,51.15016385,0.695976184,-1.64625311876377,1.50185157972235,1.21076001431461,164481117.657967,0.138737476811898,0.087412741911155,-64.2856632183333,0.268504296515913,50.6783172866667,0.838909592283686,2.39568552652092e-10,0.102891590650169,2.61116731242893e-06,0.478789196634655,0.647724460706539,0.81603132312153,0.803270453976191,-0.97428614092583,-0.40725710496814,0.947814917571753,-0.351293509379282,0.0199693361689294,-1.11615512912695
"Lake_30",180,60,0.2050503667853,-0.458135991131235,-0.963232118301117,2018,0.0268963327272692,29.92817723,0.367633753,-0.120072798692786,0.633884641263033,0.525858321052369,32622047.2870606,0.0883473674744507,0.09781412422431,-16.4352784838333,0.560451537502735,10.5323863566667,0.415754559828119,6.56189981257628e-09,0.160118706736786,0.00760840990536432,1.72147030737359,0.647724460706539,-0.0464154598755923,-0.105826238729847,-1.66931138249615,-0.313824398252542,-0.383882955590924,1.41774339518105,-0.785834457510307,-1.44010237403228
"Lake_31",300,100,-0.440915904659415,0.317547416229833,1.7905849171366,2018,0.0268963327272692,76.72328243,0.740788308,0.823444970909708,-0.314447870516953,-0.149992402523954,66981777.3445093,0.573520503124819,0.296066758943045,-10.8291932731667,0.488441918755875,7.27552290533333,0.697852197237424,3.36045572005336e-07,0.786193349657475,0.000121815346031027,-1.36584706061455,0.873208538968646,0.0995673009233102,0.298445287526309,1.21133631377639,0.606571625924638,-0.539902845362695,0.981405402686494,0.629532522889031,-1.08448286568905
"Lake_33",1450,100,-0.015240210101498,0.0760539226459306,-0.908485651209568,2018,-2.12827241738661,36.33047042,0.454868881,-1.68406969854235,1.81896696221193,1.52915298528207,344834064.294298,0.16911439838904,0.132729392410091,-34.4162827798333,0.545266059144648,22.2720757866667,0.805308134987985,2.84778776238248e-06,0.15554561434187,4.63087447365513e-05,0.998345049548811,-0.422265338747143,1.47025356771579,1.21924999132601,-0.66937319594543,-0.0601532632636728,0.116536535520245,1.32572789423624,-0.494378630457719,-1.33202897535558
"Lake_34",1600,550,-0.623022143793207,0.74350778185179,2.67243670347802,2018,0.0689887393511536,115.0153141,0.331215831,-0.340983506709655,0.355936605973924,0.201705909398951,46703615.3239157,0.21968496456412,0.152667819429439,-41.7028210083333,0.501242243900335,27.7788752466667,0.590092069977102,6.61459306520622e-08,0.232336841042573,0.000806717777967625,1.32107596676375,-1.10038269353207,0.416426863379983,0.0958133940417668,-0.266472574325182,0.0561532264618466,0.319324193664524,1.05896820990598,1.2382245325141,-1.49305083089402
"Lake_35",1300,750,-0.0818253403459737,0.53473797213677,-0.373917761761694,2018,0.777277108462886,28.59667159,0.195552616,-1.20963125689729,-0.36777697747412,-0.646023344426069,8432116.87446229,0.16804693016073,0.108193445760834,-19.6384584298333,0.485424744191633,13.2207696866667,0.635627806037855,6.43352205621018e-08,0.13532127068021,0.000387603583967324,0.78659803108097,-1.49225513820082,-0.0292861427133688,-0.866085910228424,-0.679124822683759,-0.230011974364208,-0.294737007337555,0.96312301326023,-0.854257173302167,-1.76051157931259
"Lake_37",1500,910,-0.193318429296362,0.566390513124122,-0.638321268550185,2018,0.846041955588461,38.87282515,0.13850433,0.430407449808565,-0.607832908753471,-0.589104360355175,18390111.3650214,0.332641764500537,0.0764582326042188,-8.34196449683333,0.331863042656367,6.26338011466667,0.311581493281956,6.25465147161077e-10,0.159374526240304,0.022232162759782,0.712557147197907,1.08580058281923,-0.50752313434179,-0.427911382485343,0.372440999578082,-0.518531127598986,-0.609123548391316,0.0326250362122905,-0.392686474902677,-1.93558756863132
"Lake_38",300,50,0.00690340624640305,-0.126738655413427,0.23855510383778,2018,-0.921256423362243,38.16066597,0.470527296,-0.454932474758562,0.580853855144325,0.409819249476673,93455267.687054,0.308402142006433,0.191105981621745,-63.26480051,0.121246384672391,56.42363835,0.808023849023717,4.1488106508322e-09,0.281311389825343,7.58758968254532e-06,0.712557147197907,-0.745890947468129,1.61708748887176,0.485603431670804,0.255920159738611,0.242775853570694,0.919403846166126,-1.24359404854225,-0.42048568902013,-1.31485029399727
"Lake_39",510,100,0.552320035977552,0.300128839100182,-0.115034566450422,2018,-0.698947546919073,76.79431986,0.572645989,0.4906482653617,1.38690855031142,1.4492025718442,881360980.898557,0.495292287714897,0.343384331840733,-149.546751863333,0.710930667677312,87.4066697666667,0.588577282098624,2.27136381755191e-05,0.739626653214865,0.000825518262127753,0.92941089998595,-0.1245586377302,1.63269997597547,1.74656858312596,0.985498057265141,0.729786862326618,3.3206696196201,2.32956271481278,0.630923922066875,-1.21515604002418
"Lake_40",1600,500,-1.65684205370164,0.762979842489824,-0.531882377640817,2018,-0.0613856056643669,44.49156475,0.453738892,-0.111979506822517,-0.483173077177293,-0.60311455667918,18353772.7672998,0.340001441984416,0.144597304834309,-7.41180296533333,0.0706042516102202,6.92300908966667,0.43815220881207,3.10681590577544e-07,0.237388689367218,0.00591699326020013,0.712557147197907,-1.10038269353207,-0.218535656669637,-0.429022849281819,0.406142541502429,0.0110176770596724,-0.635010364977416,-1.55045703518948,-0.189712711855003,-1.33329146046611
